paper.id,meta.analysis.paper,meta.analysis.id,meta.analysis.year,response.variable,study,study.id,study.id.cumulative,study.year,id.effect.within.study,eff.size.measure,eff.size,var.eff.size,weighted.eff.size,weight
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,201,log.ratio,2.7359,0.046,59.47608696,21.73913043
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,202,log.ratio,2.0535,0.0808,25.41460396,12.37623762
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,203,log.ratio,1.5297,0.1118,13.68246869,8.944543828
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,204,log.ratio,1.5454,0.2398,6.444537114,4.170141785
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,205,log.ratio,1.8467,0.3978,4.642282554,2.513826043
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,206,log.ratio,0.2135,0.0005,427,2000
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,207,log.ratio,0.5193,0.0056,92.73214286,178.5714286
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,208,log.ratio,0.0932,0.007,13.31428571,142.8571429
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,209,log.ratio,-0.2827,0.0087,-32.49425287,114.9425287
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,210,log.ratio,0.5295,0.01,52.95,100
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,211,log.ratio,0.7926,0.0108,73.38888889,92.59259259
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,212,log.ratio,-0.1355,0.012,-11.29166667,83.33333333
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,213,log.ratio,-0.0688,0.0146,-4.712328767,68.49315068
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,214,log.ratio,-0.5781,0.0174,-33.22413793,57.47126437
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,215,log.ratio,0.8418,0.0182,46.25274725,54.94505495
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,216,log.ratio,1.2196,0.0219,55.68949772,45.66210046
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,217,log.ratio,1.5793,0.0299,52.81939799,33.44481605
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,218,log.ratio,1.2528,0.0321,39.02803738,31.15264798
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,219,log.ratio,0.5393,0.0487,11.07392197,20.5338809
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,220,log.ratio,-1.7623,0.081,-21.75679012,12.34567901
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,221,log.ratio,1.7027,0.1127,15.108252,8.873114463
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,222,log.ratio,1.3693,0.2398,5.710175146,4.170141785
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,223,log.ratio,2.5618,0.4018,6.37580886,2.488800398
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,224,log.ratio,0.3545,0.0057,62.19298246,175.4385965
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,225,log.ratio,-0.1208,0.0071,-17.01408451,140.8450704
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,226,log.ratio,0.0323,0.0089,3.629213483,112.3595506
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,227,log.ratio,0.4155,0.0108,38.47222222,92.59259259
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,228,log.ratio,0.1466,0.012,12.21666667,83.33333333
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,229,log.ratio,0.7446,0.0148,50.31081081,67.56756757
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,230,log.ratio,0.5258,0.0184,28.57608696,54.34782609
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,231,log.ratio,1.597,0.0222,71.93693694,45.04504505
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,232,log.ratio,0.1072,0.0322,3.329192547,31.05590062
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,233,log.ratio,0.7463,0.0511,14.60469667,19.56947162
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,234,log.ratio,0.646,0.0837,7.718040621,11.9474313
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,235,log.ratio,2.4375,0.1178,20.69185059,8.488964346
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,236,log.ratio,1.5511,0.2398,6.468306922,4.170141785
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,237,log.ratio,2.659,0.4136,6.428916828,2.417794971
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,238,log.ratio,1.8489,0.0072,256.7916667,138.8888889
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,239,log.ratio,1.5183,0.012,126.525,83.33333333
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,240,log.ratio,-0.1467,0.0153,-9.588235294,65.35947712
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,241,log.ratio,1.0035,0.0193,51.99481865,51.8134715
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,242,log.ratio,1.4163,0.0228,62.11842105,43.85964912
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,243,log.ratio,1.0615,0.0335,31.68656716,29.85074627
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,244,log.ratio,0.4027,0.0519,7.759152216,19.26782274
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,245,log.ratio,1.9153,0.0876,21.86415525,11.41552511
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,246,log.ratio,2.1804,0.1184,18.41554054,8.445945946
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,247,log.ratio,0.5074,0.3522,1.440658717,2.839295855
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,248,log.ratio,0.092,0.0125,7.36,80
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,249,log.ratio,-1.1841,0.0154,-76.88961039,64.93506494
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,250,log.ratio,1.8994,0.0194,97.90721649,51.54639175
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,251,log.ratio,1.1142,0.0229,48.65502183,43.66812227
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,252,log.ratio,-0.7432,0.0527,-14.10246679,18.97533207
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,253,log.ratio,0.0202,0.093,0.217204301,10.75268817
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,254,log.ratio,1.8528,0.1202,15.41430948,8.319467554
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,255,log.ratio,0.5368,0.0126,42.6031746,79.36507937
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,256,log.ratio,0.1659,0.0232,7.150862069,43.10344828
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,257,log.ratio,0.7276,0.0533,13.65103189,18.76172608
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,258,log.ratio,1.4663,0.1203,12.18869493,8.312551953
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,259,log.ratio,0.4426,0.025,17.704,40
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Liu 2008,14,17034,2008,260,log.ratio,-1.5735,0.1251,-12.57793765,7.993605116
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,1,log.ratio,2.7067,0.0018,1503.722222,555.5555556
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,2,log.ratio,3.0184,0.0021,1437.333333,476.1904762
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,3,log.ratio,-0.2737,0.0051,-53.66666667,196.0784314
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,4,log.ratio,0.5658,0.0061,92.75409836,163.9344262
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,5,log.ratio,1.2323,0.0064,192.546875,156.25
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,6,log.ratio,2.2905,0.0101,226.7821782,99.00990099
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,7,log.ratio,2.2025,0.0104,211.7788462,96.15384615
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,8,log.ratio,3.1214,0.0108,289.0185185,92.59259259
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,9,log.ratio,0.7885,0.0133,59.28571429,75.18796992
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,10,log.ratio,-0.0559,0.0156,-3.583333333,64.1025641
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,11,log.ratio,2.0736,0.0174,119.1724138,57.47126437
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,12,log.ratio,-0.3939,0.0194,-20.30412371,51.54639175
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,13,log.ratio,2.2315,0.0203,109.9261084,49.26108374
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,14,log.ratio,-0.633,0.0252,-25.11904762,39.68253968
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,15,log.ratio,2.1166,0.0299,70.78929766,33.44481605
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,16,log.ratio,0.8613,0.0337,25.5578635,29.6735905
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,17,log.ratio,0.4618,0.04,11.545,25
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,18,log.ratio,1.5686,0.0417,37.61630695,23.98081535
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,19,log.ratio,1.2365,0.0432,28.62268519,23.14814815
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,20,log.ratio,-0.4553,0.0592,-7.690878378,16.89189189
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,21,log.ratio,1.1632,0.0602,19.32225914,16.61129568
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,22,log.ratio,0.2404,0.15,1.602666667,6.666666667
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,23,log.ratio,1.5299,0.3805,4.020762155,2.628120894
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,24,log.ratio,1.038,0.4147,2.503014227,2.411381722
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,25,log.ratio,0.9163,0.7175,1.277073171,1.393728223
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,26,log.ratio,1.2173,0.0134,90.84328358,74.62686567
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,27,log.ratio,1.8803,0.066,28.48939394,15.15151515
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Shang et al 2008,15,17035,2008,28,log.ratio,1.1276,0.4218,2.673304884,2.370791844
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Wang et al 2008,16,17036,2008,1,log.ratio,0.0319,0.0001,319,10000
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Wang et al 2008,16,17036,2008,2,log.ratio,0.0716,0.0002,358,5000
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Wang et al 2008,16,17036,2008,3,log.ratio,0.1444,0.0026,55.53846154,384.6153846
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Wang et al 2008,16,17036,2008,4,log.ratio,0.0671,0.0038,17.65789474,263.1578947
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Wang et al 2008,16,17036,2008,5,log.ratio,0.3037,0.0057,53.28070175,175.4385965
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Wang et al 2008,16,17036,2008,6,log.ratio,-0.1976,0.0063,-31.36507937,158.7301587
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Wang et al 2008,16,17036,2008,7,log.ratio,0.0921,0.011,8.372727273,90.90909091
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Wang et al 2008,16,17036,2008,8,log.ratio,0.1578,0.0127,12.42519685,78.74015748
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Wang et al 2008,16,17036,2008,9,log.ratio,-1.0986,0.0165,-66.58181818,60.60606061
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Wang et al 2008,16,17036,2008,10,log.ratio,0.3591,0.0266,13.5,37.59398496
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Wang et al 2008,16,17036,2008,11,log.ratio,0.8109,0.0363,22.33884298,27.54820937
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Wang et al 2008,16,17036,2008,12,log.ratio,-0.8824,0.0376,-23.46808511,26.59574468
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Wang et al 2008,16,17036,2008,13,log.ratio,-2.0281,0.0436,-46.51605505,22.93577982
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Wang et al 2008,16,17036,2008,14,log.ratio,-0.3929,0.0536,-7.330223881,18.65671642
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Wang et al 2008,16,17036,2008,15,log.ratio,-0.8755,0.0703,-12.45376956,14.22475107
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Wang et al 2008,16,17036,2008,16,log.ratio,-0.602,0.0981,-6.136595311,10.19367992
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Wang et al 2008,16,17036,2008,17,log.ratio,-0.7099,0.1251,-5.674660272,7.993605116
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,1,log.ratio,-0.0265,0.0001,-265,10000
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,2,log.ratio,0.1212,0.0002,606,5000
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,3,log.ratio,0.0862,0.0003,287.3333333,3333.333333
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,4,log.ratio,-1.0799,0.0006,-1799.833333,1666.666667
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,5,log.ratio,-0.7648,0.0007,-1092.571429,1428.571429
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,6,log.ratio,0.1626,0.0008,203.25,1250
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,7,log.ratio,0.0606,0.0009,67.33333333,1111.111111
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,8,log.ratio,-0.1751,0.001,-175.1,1000
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,9,log.ratio,0.1298,0.0011,118,909.0909091
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,10,log.ratio,-0.0775,0.0013,-59.61538462,769.2307692
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,11,log.ratio,0.0497,0.0015,33.13333333,666.6666667
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,12,log.ratio,0.1255,0.0016,78.4375,625
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,13,log.ratio,-0.0652,0.0018,-36.22222222,555.5555556
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,14,log.ratio,0.1359,0.0019,71.52631579,526.3157895
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,15,log.ratio,-1.3394,0.0023,-582.3478261,434.7826087
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,16,log.ratio,0.1235,0.0024,51.45833333,416.6666667
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,17,log.ratio,-0.7784,0.0027,-288.2962963,370.3703704
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,18,log.ratio,1.2116,0.0028,432.7142857,357.1428571
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,19,log.ratio,1.7073,0.003,569.1,333.3333333
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,20,log.ratio,0.2215,0.0033,67.12121212,303.030303
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,21,log.ratio,0.04,0.0035,11.42857143,285.7142857
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,22,log.ratio,0.1169,0.0037,31.59459459,270.2702703
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,23,log.ratio,0.5155,0.004,128.875,250
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,24,log.ratio,-0.9205,0.0042,-219.1666667,238.0952381
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,25,log.ratio,0.3247,0.0051,63.66666667,196.0784314
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,26,log.ratio,0.1157,0.0053,21.83018868,188.6792453
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,27,log.ratio,1.1237,0.006,187.2833333,166.6666667
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,28,log.ratio,1.4053,0.0075,187.3733333,133.3333333
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,29,log.ratio,0.7136,0.0076,93.89473684,131.5789474
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,30,log.ratio,1.414,0.0078,181.2820513,128.2051282
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,31,log.ratio,1.1181,0.008,139.7625,125
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,32,log.ratio,-0.4637,0.009,-51.52222222,111.1111111
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,33,log.ratio,0.5002,0.0092,54.36956522,108.6956522
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,34,log.ratio,0.1942,0.0114,17.03508772,87.71929825
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,35,log.ratio,0.069,0.0127,5.433070866,78.74015748
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,36,log.ratio,-0.989,0.0136,-72.72058824,73.52941176
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,37,log.ratio,-0.6142,0.0166,-37,60.24096386
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,38,log.ratio,-0.2493,0.0199,-12.52763819,50.25125628
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,39,log.ratio,-0.8941,0.0211,-42.37440758,47.39336493
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,40,log.ratio,0.592,0.0263,22.5095057,38.02281369
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,41,log.ratio,-1.8227,0.0402,-45.34079602,24.87562189
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,42,log.ratio,0.2601,0.0557,4.669658887,17.95332136
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,43,log.ratio,0.4964,0.0578,8.588235294,17.30103806
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,44,log.ratio,0.3134,0.0001,3134,10000
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,45,log.ratio,0.0131,0.0003,43.66666667,3333.333333
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,46,log.ratio,0.0639,0.0006,106.5,1666.666667
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,47,log.ratio,0.0626,0.0009,69.55555556,1111.111111
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,48,log.ratio,0.142,0.001,142,1000
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,49,log.ratio,0.2398,0.0011,218,909.0909091
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,50,log.ratio,0.2338,0.0013,179.8461538,769.2307692
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,51,log.ratio,2.195,0.0015,1463.333333,666.6666667
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,52,log.ratio,0.0556,0.0018,30.88888889,555.5555556
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,53,log.ratio,-0.1286,0.0019,-67.68421053,526.3157895
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,54,log.ratio,-1.2391,0.0023,-538.7391304,434.7826087
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,55,log.ratio,0.213,0.0025,85.2,400
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,56,log.ratio,-0.3386,0.0028,-120.9285714,357.1428571
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,57,log.ratio,0.4055,0.0136,29.81617647,73.52941176
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,58,log.ratio,0.0399,0.0003,133,3333.333333
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,59,log.ratio,-0.288,0.0009,-320,1111.111111
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,60,log.ratio,0.3443,0.0015,229.5333333,666.6666667
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,61,log.ratio,-1.3742,0.0025,-549.68,400
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,62,log.ratio,0.3268,0.0028,116.7142857,357.1428571
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,63,log.ratio,-0.058,0.0004,-145,2500
220,ren.et.al.2017.land.degrad.develop,441,2017,restored.vs.degraded,Zheng et al 2008,17,17037,2008,64,log.ratio,0.0513,0.0005,102.6,2000
